"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","QuadName","Grazing","paddock","Group","Treatment"
"20","Q1",2008,8,0.25,0.25,2,1,0.839938,"E1 Q1","UG",NA,"E1","Control"
"21","Q1",2008,9,5.140872436392,0.25,2,1,0.016863,"E1 Q1","UG",NA,"E1","Control"
"22","Q1",2009,1,65.7974037755805,122.280927460094,3,0,0.524005000000002,"E1 Q1","UG",NA,"E1","Control"
"23","Q1",2009,12,17.913731339096,21.5089806314675,3,0,15.286705,"E1 Q1","UG",NA,"E1","Control"
"24","Q1",2009,17,0.25,0.25,2,0,23.522846,"E1 Q1","UG",NA,"E1","Control"
"25","Q1",2009,2,6.286359639589,15.9924733261355,3,0,3.48620099999999,"E1 Q1","UG",NA,"E1","Control"
"26","Q1",2009,20,0.25,0.25,1,0,28.386479,"E1 Q1","UG",NA,"E1","Control"
"27","Q1",2009,4,45.637267451884,17.3455483325175,3,0,0,"E1 Q1","UG",NA,"E1","Control"
"28","Q1",2009,5,114.611239394197,68.421739178671,3,0,26.694761,"E1 Q1","UG",NA,"E1","Control"
"29","Q1",2009,6,14.969774062958,23.2265242176475,3,0,2.136888,"E1 Q1","UG",NA,"E1","Control"
"30","Q1",2009,7,14.457123084392,4.9850469627765,3,1,0,"E1 Q1","UG",NA,"E1","Control"
"31","Q1",2009,9,5.1224750887745,5.140872436392,3,1,0,"E1 Q1","UG",NA,"E1","Control"
"32","Q1",2010,1,22.560007632103,65.7974037755805,4,0,1.812601,"E1 Q1","UG",NA,"E1","Control"
"33","Q1",2010,12,18.34479069319,17.913731339096,4,0,15.034937,"E1 Q1","UG",NA,"E1","Control"
"34","Q1",2010,15,0.5,1.5075080762125,3,0,7.641329,"E1 Q1","UG",NA,"E1","Control"
"35","Q1",2010,2,11.498961599773,6.286359639589,4,0,4.015422,"E1 Q1","UG",NA,"E1","Control"
"36","Q1",2010,4,1.817413156763,45.637267451884,4,0,0,"E1 Q1","UG",NA,"E1","Control"
"37","Q1",2010,5,68.9147329097915,114.611239394197,4,0,25.855522,"E1 Q1","UG",NA,"E1","Control"
"38","Q1",2010,6,11.7693966505945,14.969774062958,4,0,3.061642,"E1 Q1","UG",NA,"E1","Control"
"39","Q1",2010,9,0.228612135292,5.1224750887745,4,1,0,"E1 Q1","UG",NA,"E1","Control"
"40","Q1",2011,1,27.8929280973465,22.560007632103,5,0,0,"E1 Q1","UG",NA,"E1","Control"
"41","Q1",2011,12,6.48243576036,18.34479069319,5,0,12.573904,"E1 Q1","UG",NA,"E1","Control"
"42","Q1",2011,2,10.67166172417,11.498961599773,5,0,4.520096,"E1 Q1","UG",NA,"E1","Control"
"43","Q1",2011,4,11.9011083259695,1.817413156763,5,0,0,"E1 Q1","UG",NA,"E1","Control"
"44","Q1",2011,5,45.5892446210555,68.9147329097915,5,0,24.148094,"E1 Q1","UG",NA,"E1","Control"
"45","Q1",2011,6,17.4964788596505,11.7693966505945,5,1,0,"E1 Q1","UG",NA,"E1","Control"
"46","Q1",2011,9,7.4172226625485,0.228612135292,5,1,0.036553,"E1 Q1","UG",NA,"E1","Control"
"47","Q1",2012,1,54.582864225645,27.8929280973465,6,0,0,"E1 Q1","UG",NA,"E1","Control"
"48","Q1",2012,12,8.334171272485,6.48243576036,6,0,13.025914,"E1 Q1","UG",NA,"E1","Control"
"49","Q1",2012,2,15.612125040412,10.67166172417,6,0,1.88162699999999,"E1 Q1","UG",NA,"E1","Control"
"50","Q1",2012,5,68.47069563248,45.5892446210555,6,0,26.281103,"E1 Q1","UG",NA,"E1","Control"
"51","Q1",2012,6,0.75,17.4964788596505,6,0,0.586737,"E1 Q1","UG",NA,"E1","Control"
"52","Q1",2012,7,37.628044642888,16.5314718006845,6,0,0.129528999999991,"E1 Q1","UG",NA,"E1","Control"
"53","Q1",2012,9,9.65035745954499,7.4172226625485,6,1,0,"E1 Q1","UG",NA,"E1","Control"
"54","Q1",2013,1,58.286777324799,54.582864225645,7,0,0,"E1 Q1","UG",NA,"E1","Control"
"55","Q1",2013,12,7.062933127889,8.334171272485,7,0,15.766178,"E1 Q1","UG",NA,"E1","Control"
"56","Q1",2013,15,0.5,0.5,6,0,4.115129,"E1 Q1","UG",NA,"E1","Control"
"57","Q1",2013,2,21.708706262549,15.612125040412,7,0,3.022499,"E1 Q1","UG",NA,"E1","Control"
"58","Q1",2013,25,0.25,0.25,1,0,4.54514499999999,"E1 Q1","UG",NA,"E1","Control"
"59","Q1",2013,28,0.25,0.25,1,0,26.949527,"E1 Q1","UG",NA,"E1","Control"
"60","Q1",2013,5,35.5725819491721,68.47069563248,7,0,25.020648,"E1 Q1","UG",NA,"E1","Control"
"61","Q1",2013,6,0.5,0.75,7,0,4.852804,"E1 Q1","UG",NA,"E1","Control"
"62","Q1",2014,1,37.7959309963545,58.286777324799,8,0,0,"E1 Q1","UG",NA,"E1","Control"
"63","Q1",2014,15,0.5,0.5,7,0,6.213884,"E1 Q1","UG",NA,"E1","Control"
"64","Q1",2014,2,18.5181352221245,21.708706262549,8,0,0.799471999999994,"E1 Q1","UG",NA,"E1","Control"
"65","Q1",2014,4,1.9161470222965,1,8,0,0.723769,"E1 Q1","UG",NA,"E1","Control"
"66","Q1",2014,5,40.020940177185,35.5725819491721,8,0,29.019659,"E1 Q1","UG",NA,"E1","Control"
"67","Q1",2014,6,7.82771127523501,0.5,8,0,4.692527,"E1 Q1","UG",NA,"E1","Control"
"68","Q1",2015,1,30.645220414172,37.7959309963545,9,0,0,"E1 Q1","UG",NA,"E1","Control"
"69","Q1",2015,15,0.5,0.5,8,0,8.620007,"E1 Q1","UG",NA,"E1","Control"
"70","Q1",2015,2,5.90558770939452,18.5181352221245,9,0,3.101392,"E1 Q1","UG",NA,"E1","Control"
"71","Q1",2015,4,3.575393987608,1.9161470222965,9,0,6.557871,"E1 Q1","UG",NA,"E1","Control"
"72","Q1",2015,5,30.6801360243005,40.020940177185,9,0,25.419628,"E1 Q1","UG",NA,"E1","Control"
"73","Q1",2015,6,6.60073024451052,7.82771127523501,9,0,2.001225,"E1 Q1","UG",NA,"E1","Control"
"74","Q1",2015,7,16.879865440435,14.4595534780265,9,0,1.14280599999999,"E1 Q1","UG",NA,"E1","Control"
"75","Q1",2015,9,0.852039143196,0.25,9,1,2.636531,"E1 Q1","UG",NA,"E1","Control"
"76","Q19",2007,1,33.190036413999,108.748927562943,1,0,2.83645300000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"77","Q19",2007,11,14.5764513369175,16.7251362321155,1,0,15.938121,"P7 E1 Q1","UG",NA,"P7E1","Control"
"78","Q19",2007,15,10.0403025465465,0.25,1,0,30.594161,"P7 E1 Q1","UG",NA,"P7E1","Control"
"79","Q19",2007,2,47.597650428421,39.8988526779745,1,0,5.00728599999999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"80","Q19",2007,3,47.3732146823705,47.492145125087,1,0,0.00638600000000622,"P7 E1 Q1","UG",NA,"P7E1","Control"
"81","Q19",2007,4,4.4986268684225,20.572427621631,1,0,20.084073,"P7 E1 Q1","UG",NA,"P7E1","Control"
"82","Q19",2007,5,9.43939572784048,6.1493762595335,1,0,42.33572,"P7 E1 Q1","UG",NA,"P7E1","Control"
"83","Q19",2007,7,20.617145227076,23.7437616131205,1,0,10.114999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"84","Q19",2007,8,10.053930424992,23.445477965199,1,0,6.525339,"P7 E1 Q1","UG",NA,"P7E1","Control"
"85","Q19",2007,9,32.45824600378,14.9612767877625,1,0,14.774577,"P7 E1 Q1","UG",NA,"P7E1","Control"
"86","Q19",2008,1,14.5188291076825,33.190036413999,2,0,3.951481,"P7 E1 Q1","UG",NA,"P7E1","Control"
"87","Q19",2008,11,32.933110111015,14.5764513369175,2,0,15.475151,"P7 E1 Q1","UG",NA,"P7E1","Control"
"88","Q19",2008,15,6.6462024894525,10.0403025465465,2,0,27.354552,"P7 E1 Q1","UG",NA,"P7E1","Control"
"89","Q19",2008,2,48.226322663934,47.597650428421,2,0,6.20374299999999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"90","Q19",2008,3,67.3385902174475,47.3732146823705,2,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"91","Q19",2008,4,9.02954171007852,4.4986268684225,2,0,20.424518,"P7 E1 Q1","UG",NA,"P7E1","Control"
"92","Q19",2008,5,3.30828345539501,9.43939572784048,2,0,42.42489,"P7 E1 Q1","UG",NA,"P7E1","Control"
"93","Q19",2008,7,9.30718552089751,20.617145227076,2,0,7.430704,"P7 E1 Q1","UG",NA,"P7E1","Control"
"94","Q19",2008,8,3.87535477021401,10.053930424992,2,0,3.879061,"P7 E1 Q1","UG",NA,"P7E1","Control"
"95","Q19",2008,9,15.9531379241205,32.45824600378,2,0,12.667478,"P7 E1 Q1","UG",NA,"P7E1","Control"
"96","Q19",2009,1,15.4352695342175,14.5188291076825,3,0,1.11184300000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"97","Q19",2009,11,22.474419213555,32.933110111015,3,0,14.493135,"P7 E1 Q1","UG",NA,"P7E1","Control"
"98","Q19",2009,15,5.46641763494249,6.6462024894525,3,0,26.22347,"P7 E1 Q1","UG",NA,"P7E1","Control"
"99","Q19",2009,2,30.688889038476,48.226322663934,3,0,4.05110499999999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"100","Q19",2009,21,0.2026605,4.83774238967797,1,1,0.560296000000008,"P7 E1 Q1","UG",NA,"P7E1","Control"
"101","Q19",2009,3,49.967655628007,67.3385902174475,3,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"102","Q19",2009,4,7.0950267509625,9.02954171007852,3,0,18.683321,"P7 E1 Q1","UG",NA,"P7E1","Control"
"103","Q19",2009,5,0.25,3.30828345539501,3,0,43.393741,"P7 E1 Q1","UG",NA,"P7E1","Control"
"104","Q19",2009,6,0.5,0.5,3,0,24.137304,"P7 E1 Q1","UG",NA,"P7E1","Control"
"105","Q19",2009,7,12.6956882509735,9.30718552089751,3,0,7.010055,"P7 E1 Q1","UG",NA,"P7E1","Control"
"106","Q19",2009,8,12.865204205892,3.87535477021401,3,0,3.267907,"P7 E1 Q1","UG",NA,"P7E1","Control"
"107","Q19",2009,9,10.2006376997065,15.9531379241205,3,0,13.377291,"P7 E1 Q1","UG",NA,"P7E1","Control"
"108","Q19",2010,1,21.7124990578655,15.4352695342175,4,0,1.63427,"P7 E1 Q1","UG",NA,"P7E1","Control"
"109","Q19",2010,11,48.58880884749,22.474419213555,4,0,14.133432,"P7 E1 Q1","UG",NA,"P7E1","Control"
"110","Q19",2010,15,2.3269527110505,5.46641763494249,4,0,26.932478,"P7 E1 Q1","UG",NA,"P7E1","Control"
"111","Q19",2010,2,39.9679708886795,30.688889038476,4,0,0.525058000000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"112","Q19",2010,21,0.25,0.2026605,2,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"113","Q19",2010,3,86.949514870691,49.967655628007,4,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"114","Q19",2010,4,8.17513928677,7.0950267509625,4,0,18.354572,"P7 E1 Q1","UG",NA,"P7E1","Control"
"115","Q19",2010,5,16.0394570272825,0.25,4,0,43.762303,"P7 E1 Q1","UG",NA,"P7E1","Control"
"116","Q19",2010,7,0.5,12.6956882509735,4,0,6.670872,"P7 E1 Q1","UG",NA,"P7E1","Control"
"117","Q19",2010,8,1.25,12.865204205892,4,0,2.012181,"P7 E1 Q1","UG",NA,"P7E1","Control"
"118","Q19",2010,9,2.362123538828,10.2006376997065,4,0,13.252197,"P7 E1 Q1","UG",NA,"P7E1","Control"
"119","Q19",2011,1,11.8590629563155,21.7124990578655,5,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"120","Q19",2011,11,31.234716856087,48.58880884749,5,0,12.419231,"P7 E1 Q1","UG",NA,"P7E1","Control"
"121","Q19",2011,15,3.65852324100001,2.3269527110505,5,0,28.356493,"P7 E1 Q1","UG",NA,"P7E1","Control"
"122","Q19",2011,2,17.903681723585,39.9679708886795,5,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"123","Q19",2011,3,38.5895647903495,86.949514870691,5,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"124","Q19",2011,4,7.04184896101802,8.17513928677,5,0,18.249389,"P7 E1 Q1","UG",NA,"P7E1","Control"
"125","Q19",2011,7,6.54149059070249,0.5,5,0,11.861044,"P7 E1 Q1","UG",NA,"P7E1","Control"
"126","Q19",2011,8,2.76069852050701,1.25,5,0,3.129776,"P7 E1 Q1","UG",NA,"P7E1","Control"
"127","Q19",2011,9,3.9991842982505,2.362123538828,5,0,13.607297,"P7 E1 Q1","UG",NA,"P7E1","Control"
"128","Q19",2012,1,15.1344506711525,11.8590629563155,6,0,1.279304,"P7 E1 Q1","UG",NA,"P7E1","Control"
"129","Q19",2012,11,43.5809150455845,31.234716856087,6,0,13.311791,"P7 E1 Q1","UG",NA,"P7E1","Control"
"130","Q19",2012,15,5.437147032474,3.65852324100001,6,0,28.394305,"P7 E1 Q1","UG",NA,"P7E1","Control"
"131","Q19",2012,2,10.555959521699,17.903681723585,6,0,4.29555999999999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"132","Q19",2012,3,24.6246154103305,38.5895647903495,6,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"133","Q19",2012,4,14.098971450604,7.04184896101802,6,0,18.948661,"P7 E1 Q1","UG",NA,"P7E1","Control"
"134","Q19",2012,6,0.569273043732,2.2434722541485,6,0,21.885542,"P7 E1 Q1","UG",NA,"P7E1","Control"
"135","Q19",2012,7,9.02112024161001,6.54149059070249,6,0,6.34124,"P7 E1 Q1","UG",NA,"P7E1","Control"
"136","Q19",2012,8,5.97345811344048,2.76069852050701,6,0,1.43321,"P7 E1 Q1","UG",NA,"P7E1","Control"
"137","Q19",2012,9,9.537765335201,3.9991842982505,6,0,13.365942,"P7 E1 Q1","UG",NA,"P7E1","Control"
"138","Q19",2013,1,32.189958583254,15.1344506711525,7,0,0.989322999999999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"139","Q19",2013,11,36.112756480851,43.5809150455845,7,0,13.415723,"P7 E1 Q1","UG",NA,"P7E1","Control"
"140","Q19",2013,15,46.1516805844035,5.437147032474,7,0,27.338027,"P7 E1 Q1","UG",NA,"P7E1","Control"
"141","Q19",2013,2,106.803072803237,10.555959521699,7,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"142","Q19",2013,3,53.1068572106185,24.6246154103305,7,0,0.241743,"P7 E1 Q1","UG",NA,"P7E1","Control"
"143","Q19",2013,4,0.25,14.098971450604,7,0,15.461267,"P7 E1 Q1","UG",NA,"P7E1","Control"
"144","Q19",2013,7,10.9015457092605,9.02112024161001,7,0,6.950486,"P7 E1 Q1","UG",NA,"P7E1","Control"
"145","Q19",2013,8,18.1647918905405,5.97345811344048,7,0,2.981728,"P7 E1 Q1","UG",NA,"P7E1","Control"
"146","Q19",2013,9,6.83710136166,9.537765335201,7,0,12.94772,"P7 E1 Q1","UG",NA,"P7E1","Control"
"147","Q19",2014,1,4.70381694668999,32.189958583254,8,0,8.25141600000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"148","Q19",2014,11,29.8313569633915,36.112756480851,8,0,11.307513,"P7 E1 Q1","UG",NA,"P7E1","Control"
"149","Q19",2014,15,23.4290642441775,46.1516805844035,8,0,25.470326,"P7 E1 Q1","UG",NA,"P7E1","Control"
"150","Q19",2014,2,25.6366354824335,106.803072803237,8,0,1.067964,"P7 E1 Q1","UG",NA,"P7E1","Control"
"151","Q19",2014,3,16.152331865597,53.1068572106185,8,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"152","Q19",2014,30,5.575803820089,0.25,1,0,44.800734,"P7 E1 Q1","UG",NA,"P7E1","Control"
"153","Q19",2014,4,0.5,0.25,8,0,22.309904,"P7 E1 Q1","UG",NA,"P7E1","Control"
"154","Q19",2014,7,1.5,10.9015457092605,8,0,7.094978,"P7 E1 Q1","UG",NA,"P7E1","Control"
"155","Q19",2014,8,0.74999999999999,18.1647918905405,8,0,1.935592,"P7 E1 Q1","UG",NA,"P7E1","Control"
"156","Q19",2014,9,9.67569044172301,6.83710136166,8,0,11.341825,"P7 E1 Q1","UG",NA,"P7E1","Control"
"157","Q19",2015,11,73.1154504696495,29.8313569633915,9,0,10.934536,"P7 E1 Q1","UG",NA,"P7E1","Control"
"158","Q19",2015,15,5.9066411545575,23.4290642441775,9,0,25.586444,"P7 E1 Q1","UG",NA,"P7E1","Control"
"159","Q19",2015,2,22.6579929283251,25.6366354824335,9,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"160","Q19",2015,3,29.8271496674285,16.152331865597,9,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"161","Q19",2015,4,0.24999999999999,0.5,9,0,19.527088,"P7 E1 Q1","UG",NA,"P7E1","Control"
"162","Q19",2015,7,3.98916971210399,1.5,9,0,8.433806,"P7 E1 Q1","UG",NA,"P7E1","Control"
"163","Q19",2015,8,1.5080681753205,0.74999999999999,9,0,5.077854,"P7 E1 Q1","UG",NA,"P7E1","Control"
"164","Q19",2015,9,8.63546228456649,9.67569044172301,9,0,14.968588,"P7 E1 Q1","UG",NA,"P7E1","Control"
"165","Q2",2007,1,0.25,2.5438542328045,1,0,9.202062,"E1 Q2","UG",NA,"E1","Control"
"166","Q2",2007,3,0.5,37.244475376936,1,0,19.540913,"E1 Q2","UG",NA,"E1","Control"
"167","Q2",2007,4,35.6005327078575,51.751595905418,1,0,29.046671,"E1 Q2","UG",NA,"E1","Control"
"168","Q2",2007,6,0.25,46.2442926545605,1,0,31.83931,"E1 Q2","UG",NA,"E1","Control"
"169","Q2",2007,7,43.1159710929785,123.556749493078,1,0,21.215033,"E1 Q2","UG",NA,"E1","Control"
"170","Q2",2007,8,0.25,30.128939357688,1,1,0,"E1 Q2","UG",NA,"E1","Control"
"171","Q2",2008,19,0.75000000000001,0.25,1,1,3.335628,"E1 Q2","UG",NA,"E1","Control"
"172","Q2",2008,3,0.5,0.5,2,0,22.368887,"E1 Q2","UG",NA,"E1","Control"
"173","Q2",2008,4,63.4130904945664,35.6005327078575,2,0,29.396185,"E1 Q2","UG",NA,"E1","Control"
"174","Q2",2008,6,13.4630912904225,0.25,2,0,30.631242,"E1 Q2","UG",NA,"E1","Control"
"175","Q2",2008,7,19.462856263909,43.1159710929785,2,0,18.707578,"E1 Q2","UG",NA,"E1","Control"
"176","Q2",2008,8,2.14094696887799,0.25,2,1,0.394441999999998,"E1 Q2","UG",NA,"E1","Control"
"177","Q2",2009,20,2.58373321312749,8.51419676422701,1,0,19.602846,"E1 Q2","UG",NA,"E1","Control"
"178","Q2",2009,24,2.1729145668105,0.25,1,0,8.934216,"E1 Q2","UG",NA,"E1","Control"
"179","Q2",2009,25,0.25,0.25,1,0,19.352846,"E1 Q2","UG",NA,"E1","Control"
"180","Q2",2009,26,0.50000000000001,0.25,1,0,20.450739,"E1 Q2","UG",NA,"E1","Control"
"181","Q2",2009,4,22.450855809975,63.4130904945664,3,0,23.515928,"E1 Q2","UG",NA,"E1","Control"
"182","Q2",2009,6,1.425161412517,13.4630912904225,3,0,26.303731,"E1 Q2","UG",NA,"E1","Control"
"183","Q2",2009,7,33.7991508454036,19.462856263909,3,0,20.229794,"E1 Q2","UG",NA,"E1","Control"
"184","Q2",2010,20,1.8757579878165,2.58373321312749,2,0,14.55744,"E1 Q2","UG",NA,"E1","Control"
"185","Q2",2010,24,0.5929392845165,2.1729145668105,2,0,5.711745,"E1 Q2","UG",NA,"E1","Control"
"186","Q2",2010,26,0.5,0.50000000000001,2,0,19.253485,"E1 Q2","UG",NA,"E1","Control"
"187","Q2",2010,4,7.98161289887448,22.450855809975,4,0,24.878444,"E1 Q2","UG",NA,"E1","Control"
"188","Q2",2010,6,6.24021166620498,1.425161412517,4,0,33.868513,"E1 Q2","UG",NA,"E1","Control"
"189","Q2",2010,7,23.4531154916895,33.7991508454036,4,0,16.650837,"E1 Q2","UG",NA,"E1","Control"
"190","Q2",2011,20,0.25,1.8757579878165,3,0,14.794898,"E1 Q2","UG",NA,"E1","Control"
"191","Q2",2011,21,0.156066500000001,0.25,3,1,1.73903899999999,"E1 Q2","UG",NA,"E1","Control"
"192","Q2",2011,24,1.473742658585,0.5929392845165,3,1,1.609065,"E1 Q2","UG",NA,"E1","Control"
"193","Q2",2011,36,0.25,0.25,1,0,26.534985,"E1 Q2","UG",NA,"E1","Control"
"194","Q2",2011,4,16.5579210226925,7.98161289887448,5,0,20.699556,"E1 Q2","UG",NA,"E1","Control"
"195","Q2",2011,6,17.4060317384135,6.24021166620498,5,0,28.911213,"E1 Q2","UG",NA,"E1","Control"
"196","Q2",2011,7,16.7433069727835,23.4531154916895,5,0,24.319917,"E1 Q2","UG",NA,"E1","Control"
"197","Q2",2012,21,0.8701510480075,0.156066500000001,4,1,0,"E1 Q2","UG",NA,"E1","Control"
"198","Q2",2012,24,4.410292924084,1.473742658585,4,0,4.077453,"E1 Q2","UG",NA,"E1","Control"
"199","Q2",2012,30,0.49999999999999,0.249999999999993,3,0,24.719975,"E1 Q2","UG",NA,"E1","Control"
"200","Q2",2012,36,0.25,0.25,2,0,25.427995,"E1 Q2","UG",NA,"E1","Control"
"201","Q2",2012,37,12.364247251161,6.6193249116765,1,1,0.064599,"E1 Q2","UG",NA,"E1","Control"
"202","Q2",2012,39,1.26710941628149,0.25,1,1,0.157771999999994,"E1 Q2","UG",NA,"E1","Control"
"203","Q2",2012,4,49.1894438116495,16.5579210226925,6,0,22.605768,"E1 Q2","UG",NA,"E1","Control"
"204","Q2",2012,6,55.662857293695,17.4060317384135,6,0,29.247414,"E1 Q2","UG",NA,"E1","Control"
"205","Q2",2012,7,30.5612996559505,16.7433069727835,6,0,21.640302,"E1 Q2","UG",NA,"E1","Control"
"206","Q2",2013,24,11.480496017554,4.410292924084,5,0,2.729335,"E1 Q2","UG",NA,"E1","Control"
"207","Q2",2013,37,8.777612167533,12.364247251161,2,1,0,"E1 Q2","UG",NA,"E1","Control"
"208","Q2",2013,4,71.0457593799755,49.1894438116495,7,0,23.540102,"E1 Q2","UG",NA,"E1","Control"
"209","Q2",2013,6,0.25,55.662857293695,7,0,29.351988,"E1 Q2","UG",NA,"E1","Control"
"210","Q2",2013,7,61.708117860925,30.5612996559505,7,0,20.103535,"E1 Q2","UG",NA,"E1","Control"
"211","Q2",2014,37,9.340239562933,8.777612167533,3,0,0.322024,"E1 Q2","UG",NA,"E1","Control"
"212","Q2",2014,4,2,71.0457593799755,8,0,19.156318,"E1 Q2","UG",NA,"E1","Control"
"213","Q2",2014,6,13.7964206921115,0.25,8,0,42.595362,"E1 Q2","UG",NA,"E1","Control"
"214","Q2",2014,7,10.578610257287,61.708117860925,8,0,19.871685,"E1 Q2","UG",NA,"E1","Control"
"215","Q2",2015,21,0.236178335844,2.94584102793049,7,1,0.894742999999991,"E1 Q2","UG",NA,"E1","Control"
"216","Q2",2015,37,4.2706473034755,9.340239562933,4,1,1.473712,"E1 Q2","UG",NA,"E1","Control"
"217","Q2",2015,39,0.25,0.25,4,1,2.515438,"E1 Q2","UG",NA,"E1","Control"
"218","Q2",2015,4,7.04854316905,2,9,0,20.080335,"E1 Q2","UG",NA,"E1","Control"
"219","Q2",2015,6,10.9545733355625,13.7964206921115,9,0,28.549057,"E1 Q2","UG",NA,"E1","Control"
"220","Q2",2015,7,24.9322277060005,10.578610257287,9,0,20.337777,"E1 Q2","UG",NA,"E1","Control"
"221","Q20",2007,1,5.1748157870655,5.52655175565801,1,1,0.386293999999992,"P7 E1 Q2","UG",NA,"P7E1","Control"
"222","Q20",2007,10,48.8552232957335,10.867252088143,1,0,14.503224,"P7 E1 Q2","UG",NA,"P7E1","Control"
"223","Q20",2007,11,31.757569506208,9.85835354401851,1,0,12.193337,"P7 E1 Q2","UG",NA,"P7E1","Control"
"224","Q20",2007,12,3.146658794441,0.25,1,0,4.884133,"P7 E1 Q2","UG",NA,"P7E1","Control"
"225","Q20",2007,19,0.25,0.25,1,1,3.83161699999999,"P7 E1 Q2","UG",NA,"P7E1","Control"
"226","Q20",2007,2,27.1331996395875,26.36454250901,1,0,12.276902,"P7 E1 Q2","UG",NA,"P7E1","Control"
"227","Q20",2007,3,6.140067286381,5.06227217575898,1,0,2.56898700000001,"P7 E1 Q2","UG",NA,"P7E1","Control"
"228","Q20",2007,4,12.807068819278,17.9402531481955,1,0,5.753182,"P7 E1 Q2","UG",NA,"P7E1","Control"
"229","Q20",2007,5,19.249498081967,18.0538618680565,1,0,34.974776,"P7 E1 Q2","UG",NA,"P7E1","Control"
"230","Q20",2007,6,4.30855181153951,7.11574774128749,1,0,34.821878,"P7 E1 Q2","UG",NA,"P7E1","Control"
"231","Q20",2007,7,27.189828037516,4.4691049123345,1,0,24.77608,"P7 E1 Q2","UG",NA,"P7E1","Control"
"232","Q20",2007,8,4.986990591215,8.097813153094,1,0,15.069468,"P7 E1 Q2","UG",NA,"P7E1","Control"
"233","Q20",2007,9,0.25,3.545796359802,1,0,19.438064,"P7 E1 Q2","UG",NA,"P7E1","Control"
"234","Q20",2008,1,1.678651502625,5.1748157870655,2,1,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"235","Q20",2008,10,21.607989832252,48.8552232957335,2,0,10.860059,"P7 E1 Q2","UG",NA,"P7E1","Control"
